"Gene","Accuracy","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PXDC1",0.838461538461538,2008.91694509378,-1.45696160440188,0.135814905477748,-10.72755305669,7.55708059381305e-27,5.02329695856021e-25
"HEBP1",0.838461538461538,964.212718339282,-1.19356140875344,0.112886916672881,-10.5730712108303,3.97267519083688e-26,2.36471862588995e-24
"GYS2",0.838461538461538,1259.06488376359,-2.23532865837784,0.302361050319922,-7.39291206990016,1.43647476321829e-13,1.67509911368787e-12
"CYR61",0.838461538461538,1742.17297920975,-2.36422840749626,0.183017931947029,-12.9180150947206,3.56212421025762e-38,1.52165564793476e-35
"CENPM",0.838461538461538,57.8338540695035,2.88080327905577,0.288350975570725,9.99061395007899,1.67540804313359e-23,6.88362840692285e-22
"PEA15",0.838461538461538,1202.14106148994,1.10504508760689,0.107547431340605,10.2749556528895,9.13864565553021e-25,4.46901311450912e-23
"PRR5",0.838461538461538,194.856248250536,-1.28199811429263,0.120571371345237,-10.6326908285868,2.09965466021533e-26,1.29767592701989e-24
"SCP2",0.838461538461538,10038.2737418426,-1.24887386129359,0.156146706113628,-7.99808009004549,1.26374166315015e-15,1.91993555602434e-14
"FBLN5",0.838461538461538,497.530189466978,-1.56369346791395,0.255672178869099,-6.11600947287478,9.59476242016065e-10,6.66288928474364e-09
"CFI",0.838461538461538,9191.91657060194,-1.59279235567673,0.156038588516947,-10.2076824125062,1.83188039045538e-24,8.59652044942613e-23
"JRK",0.838461538461538,139.696637067475,1.27014161514368,0.121604141996875,10.4448877668683,1.54638191351359e-25,8.45937887452781e-24
"EGR3",0.838461538461538,46.0698691314996,-2.47343511697356,0.224450310186553,-11.0199674703847,3.06169702223929e-28,2.63905564100911e-26
"ATOH8",0.838461538461538,374.606055152997,-2.13408630979491,0.267387767576508,-7.9812413602065,1.44868871865384e-15,2.17925996372123e-14
"LYPD2",0.838461538461538,5.8288089340308,-3.90361589377227,0.377939075080301,-10.3286909217917,5.22690232351464e-25,2.65438913799743e-23
"SIGLEC7",0.838461538461538,24.088949885935,-1.91529567109902,0.217908175607292,-8.78946219324379,1.50277607888483e-18,3.27231180955372e-17
"SERPING1",0.838461538461538,31987.3035865783,-1.6575801458235,0.151313082602325,-10.9546386691486,6.31298034622277e-28,5.03789706310657e-26
"SERPINA11",0.838461538461538,3451.25788982908,-2.10177333166987,0.227237281395886,-9.24924518881312,2.260835413032e-20,6.25454734073844e-19
"RP11-424C20.2",0.838461538461538,13.6542650185584,2.97872146277308,0.316333983859876,9.41638146628135,4.66901603424213e-21,1.42346782216544e-19
"TMEM25",0.838461538461538,152.22153618402,-1.41175359475926,0.171088983967103,-8.2515750694429,1.56320391983685e-16,2.63194317939743e-15
"TDRKH",0.838461538461538,143.30935400333,1.90416158960692,0.147094766740213,12.9451348392965,2.5032333475093e-38,1.13615503560078e-35
"LRRC1",0.838461538461538,112.643714442774,1.99154820573585,0.194663527120077,10.2307208504825,1.44440193071011e-24,6.86693736223688e-23
"KCTD7",0.838461538461538,121.71651132027,1.22962106276234,0.123650477846894,9.94432924298822,2.66966430304723e-23,1.07259209785499e-21
"CENPK",0.838461538461538,60.765628060385,2.31718487806872,0.219800633203706,10.5422120232075,5.5185362414635e-26,3.23190404721838e-24
"PTGIS",0.838461538461538,148.697699820455,-1.81367654609557,0.320778038375149,-5.65399225982698,1.56763273144723e-08,9.12922926685626e-08
"ISLR",0.838461538461538,109.673053543384,-1.50817875359074,0.351336217232489,-4.29269366383808,1.76518469420608e-05,6.33729885024079e-05
"MCEE",0.838461538461538,270.116210272238,-1.05096105086791,0.102395811601412,-10.2637113220891,1.02682753413985e-24,4.99619534534244e-23
"C11orf82",0.838461538461538,32.3253011236084,1.78694886664793,0.216559856685649,8.25152405434868,1.56387149808591e-16,2.63194317939743e-15
"C21orf58",0.838461538461538,54.5342537768394,1.76049166293745,0.157615555960128,11.1695298869028,5.74843122860675e-29,5.40389742163653e-27
"TMEM106C",0.838461538461538,587.57736599445,1.60867119843636,0.130888982750067,12.2903483901936,1.02065206654056e-34,2.39095977652178e-32
"PARPBP",0.838461538461538,31.9400020535058,2.49172936019344,0.241095043585572,10.3350501243674,4.89156301408376e-25,2.49280916549307e-23
"CLEC3B",0.838461538461538,26.2041225737636,-1.72307184410001,0.224117440690107,-7.68825415279724,1.4915629402626e-14,1.95430402745819e-13
"FGG",0.838461538461538,113475.749757512,-1.87763128662327,0.207353568604329,-9.05521568430855,1.36298152521851e-19,3.36952232719552e-18
"RAP2A",0.838461538461538,614.270594033939,1.47147008513324,0.128993551843426,11.4073150487346,3.84412430219227e-30,4.26198941717866e-28
"GRHL2",0.838461538461538,23.6370870064365,-2.33061617963208,0.369256242808232,-6.31165003984091,2.76075962843837e-10,2.0546898715572e-09
"TONSL",0.838461538461538,153.397223491491,1.55949722599244,0.143891668643651,10.8379952827884,2.27399426760063e-27,1.65967300214229e-25
"EXPH5",0.838461538461538,210.617272033138,-2.05168582890988,0.27881567989844,-7.35857405744617,1.85885122387524e-13,2.13338247139976e-12
"C8B",0.838461538461538,7302.3997628861,-1.68318615992264,0.187373952704074,-8.98303171615829,2.63406567835386e-19,6.28712734797229e-18
"FRMD4B",0.838461538461538,519.21264995757,-1.2097784553451,0.10879432521723,-11.1198672626493,1.00421286748971e-28,9.20201115925585e-27
"C16orf59",0.838461538461538,47.5530835694872,2.01708713890852,0.224538374461096,8.98326241004302,2.62854667997509e-19,6.28329095359371e-18
"CYP4V2",0.838461538461538,2270.9725075477,-1.43686540667261,0.157439402168347,-9.12646635393214,7.07715955911849e-20,1.82087981287222e-18
"RHOB",0.838461538461538,11857.5831501143,-1.79054130510178,0.165057637112632,-10.8479761156398,2.03889988519589e-27,1.50702198130204e-25
"FOLH1B",0.838461538461538,199.59269996486,-2.4577918983459,0.346329505349459,-7.09668642256136,1.27783542587169e-12,1.31393144958304e-11
"SORBS3",0.838461538461538,790.093585145792,-1.00658061808869,0.108191493113454,-9.30369467249283,1.35648237145443e-20,3.85784959598594e-19
"TREH",0.838461538461538,79.9986150716572,-1.90704108198889,0.324891782751007,-5.86977320830064,4.3639167372328e-09,2.74497733614418e-08
"RDH16",0.838461538461538,4486.8736073373,-2.38824242453858,0.266600418565064,-8.95813456480276,3.30217347672034e-19,7.77952434320944e-18
"SCNM1",0.838461538461538,324.622154631712,1.21353705446068,0.10251264622077,11.8379253604206,2.48524674339785e-32,3.98847775702877e-30
"LINC00844",0.838461538461538,201.543605322155,-2.08217971423579,0.378414280848687,-5.50238143646692,3.74695200911093e-08,2.06647924740183e-07
"CCDC97",0.838461538461538,255.479564475971,1.01396238884751,0.0873652364480424,11.6060166500039,3.84095377741123e-31,4.89350988272988e-29
"PROS1",0.838461538461538,4997.86380691375,-1.18413600772387,0.126884620334561,-9.33238405570051,1.03515823293451e-20,2.99196779604792e-19
"GINS1",0.838461538461538,98.318343846534,2.52911250952105,0.229354498932874,11.0270891623593,2.82872858351863e-28,2.46014694293561e-26
"DNAJC6",0.838461538461538,65.1877684126987,2.50825813888572,0.214177606079089,11.7111129627599,1.11802303914481e-31,1.55389154263533e-29
"TMEM82",0.838461538461538,353.734114353346,-2.2516213990337,0.310807014319912,-7.24443559924335,4.34243684367528e-13,4.73317468799548e-12
"RAD54L",0.838461538461538,35.0495946151997,2.78662228621544,0.237667038256809,11.7249001235265,9.50130350779501e-32,1.33977604026422e-29
"RP11-932O9.10",0.838461538461538,3.4235258409827,2.35733232228816,0.300186328757536,7.85289700582002,4.06535510022581e-15,5.73811637275799e-14
"CKAP2",0.838461538461538,210.902675158512,1.68124427337331,0.152878182951579,10.9972805858493,3.93829886385849e-28,3.35483007030386e-26
"F11-AS1",0.838461538461538,16.5485795015235,-1.48561066368396,0.224038717359132,-6.63104431767722,3.3332013088727e-11,2.8468930202921e-10
"HOGA1",0.838461538461538,366.265477085914,-2.04778357256326,0.205071123360574,-9.98572367969462,1.76011973704085e-23,7.20112086219193e-22
"TPTEP1",0.838461538461538,9.91246547297894,-1.81984555853514,0.279746980095661,-6.50532691331587,7.75246004205901e-11,6.26930565984772e-10
"RP11-356J5.5",0.838461538461538,8.83793942050957,-3.08832656881047,0.285709000520674,-10.8093429439826,3.10888806446769e-27,2.21521865206875e-25
"SIGLEC1",0.838461538461538,274.903070442101,-1.33221316817613,0.19506189201885,-6.82969469017245,8.50955390318379e-12,7.88722149903263e-11
"CHP1",0.838461538461538,3344.92971506233,-1.01561448359025,0.108060444048134,-9.39857773615907,5.53055710022415e-21,1.66824114898558e-19
"GPC3",0.838461538461538,6659.81798447785,4.11020398999535,0.370182174664875,11.1031926205423,1.21041355892922e-28,1.098752908118e-26
"GABRP",0.838461538461538,36.1948622141929,-3.66322569493512,0.391757632618304,-9.35074492474346,8.7032568674938e-21,2.55066575957887e-19
"RP1-95L4.4",0.838461538461538,61.8868088574599,-1.18926973640557,0.126446443544728,-9.4053237328489,5.18702802446252e-21,1.57442831822975e-19
"CDKN2C",0.838461538461538,198.332904557064,1.763920543643,0.175561945476233,10.0472829624789,9.44352372243335e-24,3.99294726476337e-22
"CALN1",0.838461538461538,7.17192016112999,-2.95874190375877,0.369927062970854,-7.99817639725345,1.26275384311477e-15,1.91943870407105e-14
"FGB",0.838461538461538,177218.705872064,-1.98346034350911,0.222187494076017,-8.92696662230012,4.37849461677978e-19,1.01749209302575e-17
"AZI1",0.838461538461538,159.718161070933,1.41274003959003,0.134139016878884,10.5319098981143,6.15723373883142e-26,3.56285509254134e-24
"GBA3",0.838461538461538,1179.99754797001,-2.5655609849219,0.276933628322459,-9.26417279282019,1.96595257636711e-20,5.49105677291459e-19
"ST8SIA6",0.838461538461538,6.97747843543989,-2.4168295123119,0.315621628198337,-7.65736342628955,1.89789001145009e-14,2.45853763232182e-13
"OSBPL3",0.838461538461538,180.257622115008,1.70354190432817,0.166221527619218,10.2486238017898,1.20040435595823e-24,5.78264439997922e-23
"SELP",0.838461538461538,48.5260810283157,-2.39257010992974,0.261580475547342,-9.14659285989682,5.875747138271e-20,1.53075069840804e-18
"CNTN1",0.838461538461538,14.4944363013779,-1.0499673855286,0.42554331073153,-2.46735727962367,0.0136114470088816,0.0272378969904926
"RP11-252E2.2",0.838461538461538,14.2966848227801,-1.98846110250543,0.301322527119718,-6.59911199309502,4.13627775430522e-11,3.48565698308842e-10
"C8A",0.838461538461538,6886.35010149953,-2.17621808940988,0.198507545029366,-10.9628986096622,5.76236188241078e-28,4.67556111620861e-26
"FEN1",0.830769230769231,253.578430248805,1.65021933394752,0.13862409302543,11.904275064543,1.12436160818003e-32,1.94407476157223e-30
"CBFA2T3",0.830769230769231,80.4901038288587,-2.14227988629661,0.222519371194986,-9.62738603291941,6.12681837083928e-22,2.08642227474958e-20
"ARMC6",0.830769230769231,704.113935228453,-1.06629852855321,0.131174140934673,-8.12887754366342,4.33283744546082e-16,6.95360564175392e-15
"UHRF1",0.830769230769231,101.16252577457,2.99389321349178,0.2407050942486,12.4380135070996,1.62494965496724e-35,4.33041629151269e-33
"FAM213B",0.830769230769231,184.157719956207,1.25548403751274,0.128017640033063,9.80711749715499,1.04922900116256e-22,3.88750051349109e-21
"SIK1",0.830769230769231,2498.90477048934,-1.71159116073553,0.201216738736478,-8.50620664803192,1.79716524119107e-17,3.40757545209649e-16
"RP4-763G1.2",0.830769230769231,117.776385693175,-2.13063879230647,0.312982638179178,-6.80753029849121,9.92884050280123e-12,9.12121944735516e-11
"GABRD",0.830769230769231,18.7460543921688,2.24707558648318,0.283476145966128,7.92685952048918,2.24757293935139e-15,3.2725563279338e-14
"DBF4",0.830769230769231,127.397011019583,1.26106218072316,0.123788802998896,10.1872071639178,2.26168291998417e-24,1.04780487176555e-22
"AC104809.4",0.830769230769231,37.4614859402548,-1.34105296893491,0.328108706006566,-4.08722153476803,4.36570200582042e-05,0.000145714020297681
"RAD51",0.830769230769231,33.8943231868291,2.27080485840257,0.220694947930134,10.2893377474207,7.871588906018e-25,3.88867201602059e-23
"SAE1",0.830769230769231,711.708041042205,1.0523612792673,0.0983275189766743,10.702611946478,9.89490306566272e-27,6.40149541762518e-25
"ZWINT",0.830769230769231,172.631340982024,2.22479630562879,0.21927062330643,10.1463491647015,3.43991905338501e-24,1.53964204410983e-22
"TRPV6",0.830769230769231,43.4845728755905,-1.63698593286325,0.416829599640664,-3.92723053802908,8.5929607760035e-05,0.000273453466938376
"RGN",0.830769230769231,3327.93149400107,-1.63435999555837,0.168350721064481,-9.70806650084011,2.78571128162851e-22,9.77286730781945e-21
"NUDT1",0.830769230769231,65.3553244657519,1.25565670855436,0.151060999172241,8.31224945839689,9.39047618720729e-17,1.63240306574505e-15
"AC115617.2",0.830769230769231,21.5851372182798,-1.28526953282058,0.186451278927144,-6.89332645083547,5.45026024536821e-12,5.17382874534169e-11
"IPO9",0.830769230769231,789.31731143791,1.1043347298387,0.0896016909900099,12.3249317913188,6.64997276713893e-35,1.60973674116543e-32
"NNMT",0.830769230769231,11005.3967070814,-3.15635860569719,0.291758846069979,-10.818381852731,2.81707036792255e-27,2.03052754460085e-25
"MCM10",0.830769230769231,58.5516916700309,3.103681134543,0.283917063754229,10.9316470574297,8.13581302078139e-28,6.43948492173455e-26
"FOSB",0.830769230769231,877.954537358062,-3.94675167628272,0.308367862168669,-12.7988424232223,1.66413343129471e-37,6.5323983665201e-35
"MBL1P",0.830769230769231,41.4343363032756,-1.81813296724516,0.291010638871681,-6.2476512002946,4.16670863267596e-10,3.02737749779818e-09
"C1QTNF1",0.830769230769231,516.276832208216,-1.79918177380031,0.271894179651804,-6.61721327063492,3.66033244940925e-11,3.10167260765577e-10
"MAD2L1",0.830769230769231,95.6384664591624,2.13229212686848,0.195407575499256,10.9120238630493,1.0098276213154e-27,7.86259588516799e-26
"POLD1",0.830769230769231,198.525424259498,1.40884392325653,0.116126500730614,12.131976029526,7.15029445167735e-34,1.52721877376709e-31
"MRPS36P4",0.830769230769231,2.05494894623351,-3.86251834565484,0.369600933640405,-10.4505102506391,1.45739007562715e-25,8.00269695970086e-24
"ZFP41",0.830769230769231,154.724609396348,1.46552643551459,0.132414393902813,11.0677275507543,1.79904843463719e-28,1.60796181321049e-26
"TACC3",0.830769230769231,189.451411577158,1.99419291205352,0.168507005320058,11.8344807580302,2.58940979143382e-32,4.13281184733898e-30
"CEBPD",0.830769230769231,3503.10710371364,-1.2357952285683,0.205841513732094,-6.00362485760141,1.92960251859481e-09,1.28175380654338e-08
"MSTO1",0.830769230769231,166.200968368928,1.60978179755054,0.135552546637876,11.8757030943212,1.58297502716895e-32,2.62755763366878e-30
"MRPL54",0.830769230769231,322.072304754636,-1.01238853607621,0.101642624606097,-9.96027542578313,2.27431765023223e-23,9.18836983365033e-22
"XRCC2",0.830769230769231,49.60491946997,2.76323647807445,0.227953623729634,12.121923893396,8.08389079730394e-34,1.68935870417327e-31
"PRR11",0.830769230769231,53.6355839317975,2.53721591607086,0.239862075867037,10.5778118816803,3.776752222901e-26,2.25271249632091e-24
"CCNF",0.830769230769231,73.5328322104059,2.1614130320305,0.182803469451666,11.823698086879,2.94432062714212e-32,4.64818617267524e-30
"TIAM1",0.830769230769231,120.955707048383,-1.39331477283086,0.181383571233201,-7.68159300954276,1.57122338725548e-14,2.05497059671307e-13
"CLSTN2",0.830769230769231,40.3620431967601,-1.85418461205498,0.284181172175558,-6.52465678095494,6.81574241860291e-11,5.55509780515088e-10
"FNDC4",0.830769230769231,776.527579013545,-1.39379841694096,0.186927538762576,-7.45635675817287,8.89476983214672e-14,1.06766642183553e-12
"CDC7",0.830769230769231,93.1809850498153,1.83160085138309,0.168430791186081,10.8745012624179,1.52487433950034e-27,1.15050778737158e-25
"TF",0.830769230769231,116478.099684092,-1.37258478012538,0.146982870606509,-9.3383996003178,9.78011798672906e-21,2.83809058220286e-19
"SLC38A2",0.830769230769231,6325.55128552807,-1.54006433601743,0.143756207372374,-10.7130284261616,8.84210943677984e-27,5.81098631039776e-25
"C17orf53",0.830769230769231,31.9368423208698,1.81006923385045,0.179088347903971,10.1071301122339,5.13669464899625e-24,2.22370650020928e-22
"FAM167B",0.830769230769231,55.3639487493788,-1.43611782928568,0.171746661254302,-8.3618384124466,6.1748381357516e-17,1.10108470329842e-15
"ERCC6L",0.830769230769231,26.3102627723845,2.85589533272649,0.258666302730417,11.0408480060231,2.42731433700009e-28,2.130169995806e-26
"GNE",0.830769230769231,1420.28945721876,-1.38711948341242,0.145397741871249,-9.5401721206972,1.42595450989766e-21,4.60746680795407e-20
"CYP4A22",0.830769230769231,3314.90851437901,-2.53772743057441,0.295956029942717,-8.57467722845719,9.9365064852617e-18,1.94629561958113e-16
"NTN4",0.830769230769231,433.691253045641,-1.34281906023975,0.161222495920855,-8.32898072052517,8.15413434260479e-17,1.43291769137316e-15
"DUSP1",0.830769230769231,5578.96464549416,-2.07607728833022,0.199549554704262,-10.4038181964727,2.38193228858236e-25,1.26259797661935e-23
"CHML",0.830769230769231,323.664499405969,2.31280664267728,0.173360875267059,13.3409954184556,1.33662744343482e-40,9.02938464578944e-38
"PLXNA4",0.830769230769231,15.1086874679708,-1.51488089286371,0.331815179988158,-4.56543577336568,4.98457794229385e-06,1.96461356944032e-05
"CXCR2P1",0.830769230769231,84.9662423487384,-1.70955781810713,0.227446079377887,-7.51632133111782,5.63389844725946e-14,6.88777281548791e-13
"DDB2",0.830769230769231,322.073360804209,-1.12568632982522,0.114507740897472,-9.83065704556285,8.30749807132315e-23,3.11720785900032e-21
"SLC36A1",0.830769230769231,126.130882988846,1.46404808114044,0.138568898114045,10.5654883676386,4.30720864233757e-26,2.54818323101062e-24
"EMILIN1",0.830769230769231,485.627309517889,-1.55351882885946,0.224266183062788,-6.92712029804564,4.29493350068402e-12,4.13520809837154e-11
"TPT1",0.830769230769231,14267.645116821,-1.08523812632688,0.124058230005663,-8.74781242870657,2.17528448505172e-18,4.63932920130561e-17
"MT1JP",0.830769230769231,15.1394184507869,-2.88838300804607,0.514108629753035,-5.61823482603974,1.92918189759439e-08,1.10858310111418e-07
"PHYHD1",0.830769230769231,248.474177661474,-2.08163293219542,0.25344649465236,-8.21330330510468,2.15185087994919e-16,3.57591329294988e-15
"SGCA",0.830769230769231,26.1547088630627,-2.40507011957128,0.265492484065913,-9.0589009629899,1.31771514142394e-19,3.26595472935858e-18
"CCL21",0.830769230769231,463.914979168028,-1.18608442767916,0.409732858531095,-2.89477498077969,0.00379430417273998,0.00867849981179141
"C22orf29",0.830769230769231,169.537775671191,1.08693386151379,0.10946041105646,9.9299267289719,3.08482137299691e-23,1.22582614559253e-21
"LTK",0.830769230769231,60.0158404822685,-2.0612784559297,0.235022275666316,-8.77056632221662,1.7776988663791e-18,3.8194228306642e-17
"ARHGAP15",0.830769230769231,93.9042762681856,-1.10144454981395,0.167799392864557,-6.56405563220966,5.23636507487436e-11,4.33473732388004e-10
"CASC5",0.830769230769231,211.782809941162,1.31249787763851,0.15714781740656,8.35199558796877,6.71191699075777e-17,1.19084229168065e-15
"CDH19",0.830769230769231,75.2475382039167,-1.61006662453659,0.400840812701192,-4.01672328146091,5.90129500899114e-05,0.000192824316559251
"PLK1",0.830769230769231,130.863873697842,2.6662458725407,0.262457071808009,10.1587884608082,3.02815823166641e-24,1.3701236808948e-22
"GRAMD1C",0.830769230769231,325.463729475496,-1.75693062275064,0.181732445181876,-9.66767723282612,4.13659880128272e-22,1.43560241313812e-20
"SLC23A2",0.830769230769231,1654.04794273712,-1.36841617269317,0.135750907819378,-10.0803463834945,6.74877868959837e-24,2.88716529271655e-22
"PODN",0.830769230769231,123.295934907396,-2.30988989518009,0.28572112185171,-8.08442120138017,6.2460115281937e-16,9.8498448898464e-15
"HAO2",0.830769230769231,1980.52313389235,-2.45302549064629,0.315437576791339,-7.77657980890766,7.4511583280057e-15,1.01711112364619e-13
"MACROD1",0.830769230769231,568.820783802203,-1.19282982395793,0.152603400660354,-7.81653501033565,5.42972210930052e-15,7.55738226310309e-14
"PRAM1",0.830769230769231,23.9066872750183,-1.66365227568591,0.201123568307624,-8.27179176306829,1.31960637934689e-16,2.24294476929599e-15
"ACOX2",0.830769230769231,1910.85708220683,-1.42829354279556,0.162984152340854,-8.76338909201753,1.89466303328183e-18,4.06470988114996e-17
"PEMT",0.830769230769231,896.74769250498,-1.67196233956519,0.181188308897452,-9.22776060850304,2.76348828056984e-20,7.50924299101896e-19
"AC005077.14",0.830769230769231,110.064382213202,-1.67560068970155,0.255115718437354,-6.56800255180279,5.09946676159474e-11,4.23105714055424e-10
"JDP2",0.830769230769231,218.221481958722,-1.42689635962899,0.154385089978247,-9.24244925355191,2.40918214863877e-20,6.59584571665024e-19
"LEAP2",0.830769230769231,1658.55099321808,-1.44236382288635,0.182556130224773,-7.90093337928687,2.76822589484763e-15,3.98470890949127e-14
"GLS2",0.830769230769231,1737.6973159508,-2.03363398209414,0.304860665738567,-6.67069980040679,2.54586512911629e-11,2.20819021411078e-10
"IGFBP4",0.830769230769231,12736.3214131225,-1.30213299950194,0.157709900385733,-8.25650765308414,1.49996615252246e-16,2.53025649236193e-15
"JUN",0.830769230769231,4222.32776443828,-1.62512862374955,0.139251046082084,-11.6704949045165,1.80370886304543e-31,2.4034006905387e-29
"HGS",0.830769230769231,674.129191233737,1.05056312772446,0.0973536170124157,10.7912079690935,3.78777715487327e-27,2.64488824025862e-25
"FANCB",0.830769230769231,8.83603859049526,2.48478607626601,0.243833568086676,10.1905004128994,2.18635874076201e-24,1.01777802406498e-22
"IGF2BP1",0.830769230769231,299.427031378149,3.20509838348734,0.622976620920884,5.14481326562394,2.67787044539658e-07,1.28956864552188e-06
"PALM3",0.830769230769231,583.65091390311,-1.52995797202275,0.229949096272086,-6.65346373100087,2.8627438579438e-11,2.46464088872411e-10
"NR4A1",0.830769230769231,580.202120363834,-2.44021251587054,0.214340743052551,-11.3847347971181,4.98195782428353e-30,5.44044777743563e-28
"CAT",0.830769230769231,8639.51945961251,-1.46286751994448,0.161615042640906,-9.05155544954338,1.4094606269607e-19,3.47850571724336e-18
"CTD-2510F5.4",0.830769230769231,8.00589814923264,2.8627654981323,0.293568319090334,9.75161593390941,1.81554957580577e-22,6.47888010786316e-21
"IGFBP3",0.830769230769231,8688.87597188117,-1.96614215184959,0.172321707516107,-11.4097183703093,3.73938048484422e-30,4.16174422696379e-28
"C8orf33",0.830769230769231,469.910086040663,1.24188942720682,0.113973639767597,10.8962864548254,1.20057753453782e-27,9.17746742717227e-26
"CYP3A4",0.830769230769231,25185.7686035551,-2.37622364692194,0.416048713332327,-5.71140727221498,1.12045742987991e-08,6.65856125678225e-08
"CCT6B",0.830769230769231,41.4087979650145,-1.32403204055972,0.188198688800981,-7.03528833806,1.98849362158314e-12,1.99591439943839e-11
"SLC26A6",0.830769230769231,275.006244370293,1.79149985471241,0.150700323571378,11.8878301801647,1.36917466859084e-32,2.29894715452177e-30
"RUSC1",0.830769230769231,231.056057575712,1.28850701479821,0.123450919948724,10.4374031018432,1.67325475845765e-25,9.06804183277571e-24
"MCM5",0.830769230769231,561.445559988836,1.55216601155605,0.146665833138507,10.5830102235893,3.5729119583818e-26,2.13991642406339e-24
"CEP250",0.830769230769231,325.47701105974,1.15981041841962,0.103234548454763,11.2347119814046,2.75390467116416e-29,2.72093275129172e-27
"CD1D",0.830769230769231,166.599781340359,-1.7115647803101,0.192053040406813,-8.91193795570542,5.01481965442456e-19,1.15795295168302e-17
"ABHD14B",0.830769230769231,1255.18891078342,-1.07256359015758,0.114160845598522,-9.39519661521734,5.71110573426767e-21,1.71380371248974e-19
"C16orf86",0.830769230769231,32.6807475644336,-1.08464272959871,0.135509882438132,-8.00415962351607,1.20285278278385e-15,1.83222169031491e-14
"RAD51AP1",0.830769230769231,76.1670339466116,2.60186938594603,0.204050939945279,12.7510776801311,3.07465184362794e-37,1.13053780700892e-34
"ADH1A",0.830769230769231,8101.58273976798,-2.27817165099358,0.257967812748211,-8.83122443348073,1.03536004263643e-18,2.29406090911541e-17
"SLC7A8",0.830769230769231,132.641845476509,-1.24643054885247,0.202939944285215,-6.1418689812032,8.15561168059649e-10,5.71956079425318e-09
"RIC3",0.830769230769231,39.69546154856,-1.19555508844192,0.339589237240262,-3.52059181309111,0.00043058489587382,0.00119770468786199
"ATP6V1C1",0.830769230769231,901.038999481253,1.14659264885112,0.102150873389329,11.2245016690274,3.09124193339934e-29,3.02338032597253e-27
"EPHB1",0.830769230769231,29.6606062063366,-1.57007119146677,0.257443528459821,-6.0987013379589,1.06933649481274e-09,7.36941554005231e-09
"WDHD1",0.823076923076923,68.7068242572682,2.17702098003824,0.17701775128566,12.2983201640897,9.24773856734367e-35,2.18396999922113e-32
"PTGDR",0.823076923076923,10.3502740377868,-1.83479229040294,0.248099246937157,-7.3953964514358,1.40986990619732e-13,1.64798340760124e-12
"SLC1A2",0.823076923076923,1250.28630268404,-1.44971572287875,0.281360418254934,-5.15252192142107,2.57006563410835e-07,1.24218413543393e-06
"MCM6",0.823076923076923,341.637635516096,1.80861136464361,0.158134759448721,11.4371525333751,2.72688917407173e-30,3.14328082255697e-28
"TEK",0.823076923076923,138.358086095866,-1.60170047809046,0.213645593153588,-7.49699750155392,6.52962232363403e-14,7.93940850803354e-13
"CD300A",0.823076923076923,100.53656454438,-1.35381543898447,0.179257296877615,-7.55235888616998,4.27444672460119e-14,5.29936527768738e-13
"FLRT2",0.823076923076923,97.5026359741598,-1.08460532472816,0.311423349009771,-3.48273605102786,0.000496317448955156,0.00136176719157924
"RPH3AL",0.823076923076923,146.436658197458,-1.01029564765601,0.121506354282916,-8.31475566540028,9.19414929500961e-17,1.60403392625489e-15
"MAOB",0.823076923076923,4161.28157958165,-1.05605070125719,0.111805819208439,-9.44540014762915,3.54048932506234e-21,1.09408653100437e-19
"EPRS",0.823076923076923,1221.4609405954,1.06122515809967,0.0913068382648698,11.6226251863107,3.16266268946381e-31,4.08306781349087e-29
"RP11-169D4.1",0.823076923076923,7.90736379552752,-2.51252487347457,0.238809281934283,-10.5210520006755,6.90977249820431e-26,3.96670101833673e-24
"SMOC1",0.823076923076923,1620.82219881155,-1.17256557426093,0.132502954445111,-8.84935418362058,8.80271933961079e-19,1.97148335680042e-17
"FBXL18",0.823076923076923,48.854138374338,1.34657684614464,0.161094780520006,8.35891046126981,6.33001296270614e-17,1.12806267816373e-15
"ALAS1",0.823076923076923,4406.4996902924,-1.37877454079108,0.159607083097795,-8.63855484374885,5.69285288067932e-18,1.15077237632549e-16
"MCM8",0.823076923076923,100.615207879321,1.55889657833259,0.161569127925769,9.64848048848047,4.98894624597037e-22,1.70894941689796e-20
"IFITM1",0.823076923076923,273.980352540675,-1.80132991776315,0.236765918829967,-7.60806253984878,2.78235208358329e-14,3.53705747588303e-13
"SRD5A2",0.823076923076923,820.371797436511,-2.73975997935319,0.31878024723052,-8.59450986425762,8.3620945863362e-18,1.65464661814642e-16
"RP11-523G9.3",0.823076923076923,11.9937956363682,-1.68541231100209,0.231487645314426,-7.28078731248409,3.31877561053096e-13,3.68292946754103e-12
"CRYL1",0.823076923076923,1872.63406741916,-1.17468930436176,0.160759705606794,-7.30711281118519,2.72943400401477e-13,3.06118142658768e-12
"MASP1",0.823076923076923,2095.39492690901,-1.60419684187608,0.170812243385532,-9.39157995984706,5.9106869104359e-21,1.76639540508582e-19
"MROH8",0.823076923076923,27.0053474008372,-1.35805279538595,0.149925857456524,-9.05816260400423,1.32666379495021e-19,3.28533076860304e-18
"IL1RAPL2",0.823076923076923,11.3397651012338,-2.23945764025571,0.284722013330788,-7.86541797052384,3.67867097191242e-15,5.21258704351765e-14
"KIF3A",0.823076923076923,82.8738995136844,1.09228774305293,0.105928468741797,10.3115598292599,6.24789122880271e-25,3.14158991046411e-23
